doc_id,file_format,first_page_indicator,title,day,month,year,newspaper_id,article_date,multipage_article,page_id,multipage_id,article_id
SLGD_1904_11_26_P1_001_06,.txt,FALSE,"ROOSEVELT REACHES ST. LOUIS AHEAD OF THE EXPECTED TIME, ARRIVING EARLY THIS MORNING",26,11,1904,SLGD,11/26/04,checked,P1_001,_06,SLGD19041126P1_001
SLGD_1904_11_26_P7_001,.txt,NA,MUSEM FOR CITY NOW A CERTAINTY,26,11,1904,SLGD,11/26/04,,P7_001,NA,SLGD19041126P7_001
SLPD_1904_11_26_P3_001_01,.txt,TRUE,"""I AM THE PRESIDENT OF ALL AMERICANS.""",26,11,1904,SLPD,11/26/04,checked,P3_001,_01,SLPD19041126P3_001
SLPD_1904_11_26_P3_001_02,.txt,FALSE,"""I AM THE PRESIDENT OF ALL AMERICANS.""",26,11,1904,SLPD,11/26/04,checked,P3_001,_02,SLPD19041126P3_001
SLPD_1904_11_26_P3_001_03,.txt,FALSE,"""I AM THE PRESIDENT OF ALL AMERICANS.""",26,11,1904,SLPD,11/26/04,checked,P3_001,_03,SLPD19041126P3_001
SLPD_1904_11_26_P3_001_04,.txt,FALSE,"""I AM THE PRESIDENT OF ALL AMERICANS.""",26,11,1904,SLPD,11/26/04,checked,P3_001,_04,SLPD19041126P3_001
SLPD_1904_11_26_P8_002,.txt,NA,STOCKMAN GIVEN KNOCKOUT DROPS AT WORLD'S FAIR,26,11,1904,SLPD,11/26/04,,P8_002,NA,SLPD19041126P8_002
SLPD_1904_11_26_P9_001,.txt,NA,ENGINEER WAITS TO SHAKE HANDS WITH PRESIDENT,26,11,1904,SLPD,11/26/04,,P9_001,NA,SLPD19041126P9_001
TSLR_1904_11_26_P1_001_01,.txt,TRUE,NATION'S CHIEF EXECUTIVE ON SPECIAL TRAIN GOES DIRECT TO EXPOSITION GROUNDS,26,11,1904,TSLR,11/26/04,checked,P1_001,_01,TSLR19041126P1_001
TSLR_1904_11_26_P1_001_02,.txt,FALSE,NATION'S CHIEF EXECUTIVE ON SPECIAL TRAIN GOES DIRECT TO EXPOSITION GROUNDS,26,11,1904,TSLR,11/26/04,checked,P1_001,_02,TSLR19041126P1_001
TSLR_1904_11_26_P1_001_03,.txt,FALSE,NATION'S CHIEF EXECUTIVE ON SPECIAL TRAIN GOES DIRECT TO EXPOSITION GROUNDS,26,11,1904,TSLR,11/26/04,checked,P1_001,_03,TSLR19041126P1_001
TSLR_1904_11_26_P1_001_04,.txt,FALSE,NATION'S CHIEF EXECUTIVE ON SPECIAL TRAIN GOES DIRECT TO EXPOSITION GROUNDS,26,11,1904,TSLR,11/26/04,checked,P1_001,_04,TSLR19041126P1_001
TSLR_1904_11_26_P1_001_05,.txt,FALSE,NATION'S CHIEF EXECUTIVE ON SPECIAL TRAIN GOES DIRECT TO EXPOSITION GROUNDS,26,11,1904,TSLR,11/26/04,checked,P1_001,_05,TSLR19041126P1_001
TSLR_1904_11_26_P1_001_06,.txt,FALSE,NATION'S CHIEF EXECUTIVE ON SPECIAL TRAIN GOES DIRECT TO EXPOSITION GROUNDS,26,11,1904,TSLR,11/26/04,checked,P1_001,_06,TSLR19041126P1_001
TSLR_1904_11_26_P1_001_07,.txt,FALSE,NATION'S CHIEF EXECUTIVE ON SPECIAL TRAIN GOES DIRECT TO EXPOSITION GROUNDS,26,11,1904,TSLR,11/26/04,checked,P1_001,_07,TSLR19041126P1_001
TSLR_1904_11_26_P2_001_01,.txt,TRUE,MOROS TO MAKE REQUEST OF THE PRESIDENT,26,11,1904,TSLR,11/26/04,checked,P2_001,_01,TSLR19041126P2_001
TSLR_1904_11_26_P2_001_02,.txt,FALSE,MOROS TO MAKE REQUEST OF THE PRESIDENT,26,11,1904,TSLR,11/26/04,checked,P2_001,_02,TSLR19041126P2_001
TSLR_1904_11_26_P4_001,.txt,NA,CONSTABULARY MAY GO TO NEW YORK,26,11,1904,TSLR,11/26/04,,P4_001,NA,TSLR19041126P4_001
SLGD_1904_12_01_P2_001,.txt,NA,CONTRACTS IN THE WAY OF PERMANENT PIKE,1,12,1904,SLGD,12/1/04,,P2_001,NA,SLGD19041201P2_001
SLGD_1904_12_01_P2_002,.txt,NA,THE NEGRO AND THE FAIR,1,12,1904,SLGD,12/1/04,,P2_002,NA,SLGD19041201P2_002
SLPD_1904_12_01_P1_001_01,.txt,TRUE,"FRANCIS DAY THRONG WILL EXCEED 200,000, FAIR OFFICIALS SAY",1,12,1904,SLPD,12/1/04,checked,P1_001,_01,SLPD19041201P1_001
SLPD_1904_12_01_P1_001_02,.txt,FALSE,"FRANCIS DAY THRONG WILL EXCEED 200,000, FAIR OFFICIALS SAY",1,12,1904,SLPD,12/1/04,checked,P1_001,_02,SLPD19041201P1_001
SLPD_1904_12_01_P1_001_03,.txt,FALSE,"FRANCIS DAY THRONG WILL EXCEED 200,000, FAIR OFFICIALS SAY",1,12,1904,SLPD,12/1/04,checked,P1_001,_03,SLPD19041201P1_001
SLPD_1904_12_01_P1_001_04,.txt,FALSE,"FRANCIS DAY THRONG WILL EXCEED 200,000, FAIR OFFICIALS SAY",1,12,1904,SLPD,12/1/04,checked,P1_001,_04,SLPD19041201P1_001
SLPD_1904_12_01_P1_001_05,.txt,FALSE,"FRANCIS DAY THRONG WILL EXCEED 200,000, FAIR OFFICIALS SAY",1,12,1904,SLPD,12/1/04,checked,P1_001,_05,SLPD19041201P1_001
SLPD_1904_12_01_P2_002,.txt,NA,PIKE'S SHOWS WARNED TO KEEP WITHIN BOUNDS,1,12,1904,SLPD,12/1/04,,P2_002,NA,SLPD19041201P2_002
SLPD_1904_12_01_P11_001_01,.txt,TRUE,ABSENCE OF CRIME AT FAIR NOTABLE,1,12,1904,SLPD,12/1/04,checked,P11_001,_01,SLPD19041201P11_001
SLPD_1904_12_01_P11_001_02,.txt,FALSE,ABSENCE OF CRIME AT FAIR NOTABLE,1,12,1904,SLPD,12/1/04,checked,P11_001,_02,SLPD19041201P11_001
TSLR_1904_12_01_P1_001_01,.txt,TRUE,PLANS COMPLETED FOR A REMARKABLE CELEBRATION,1,12,1904,TSLR,12/1/04,checked,P1_001,_01,TSLR19041201P1_001
TSLR_1904_12_01_P1_001_02,.txt,FALSE,PLANS COMPLETED FOR A REMARKABLE CELEBRATION,1,12,1904,TSLR,12/1/04,checked,P1_001,_02,TSLR19041201P1_001
TSLR_1904_12_01_P1_001_03,.txt,FALSE,PLANS COMPLETED FOR A REMARKABLE CELEBRATION,1,12,1904,TSLR,12/1/04,checked,P1_001,_03,TSLR19041201P1_001
TSLR_1904_12_01_P1_001_04,.txt,FALSE,PLANS COMPLETED FOR A REMARKABLE CELEBRATION,1,12,1904,TSLR,12/1/04,checked,P1_001,_04,TSLR19041201P1_001
TSLR_1904_12_01_P1_001_05,.txt,FALSE,PLANS COMPLETED FOR A REMARKABLE CELEBRATION,1,12,1904,TSLR,12/1/04,checked,P1_001,_05,TSLR19041201P1_001
TSLR_1904_12_01_P1_001_06,.txt,FALSE,PLANS COMPLETED FOR A REMARKABLE CELEBRATION,1,12,1904,TSLR,12/1/04,checked,P1_001,_06,TSLR19041201P1_001
TSLR_1904_12_01_P2_001,.txt,NA,VISITORS COULD NOT LEAVE BUILDING WITH BUNDLES,1,12,1904,TSLR,12/1/04,,P2_001,NA,TSLR19041201P2_001
TSLR_1904_12_01_P3_001,.txt,NA,THIS IS THE LAST DAY TO SEE THE BOER WAR,1,12,1904,TSLR,12/1/04,,P3_001,NA,TSLR19041201P3_001
